157.7155327,89.68050674,36.05364012,4
149.0121203,64.41123934,29.00804543,2
180.8459627,55.09253775,16.84516007,0
148.1409148,58.21515077,26.52686836,2
149.2502218,53.00152538,23.79350368,1
184.8827907,86.88905118,25.41979705,2
148.836688,71.11034448,32.10057323,3
167.876071,73.54321637,26.09546421,2
177.8102206,50.07939998,15.83965344,0
150.449792,63.65515523,28.12227159,2
149.8739218,80.70286729,35.92831268,4
149.6785531,68.83859997,30.72648466,3
173.5408125,57.99238695,19.25607336,1
146.4555397,69.72566599,32.50731235,3
177.0621681,75.50536945,24.0838704,1
151.9656812,89.98033185,38.96337319,4
173.9581647,61.11309788,20.19503755,1
161.9356154,51.38360914,19.59475571,1
183.6585108,63.37645285,18.7890928,1
149.2184957,86.90654869,39.03077622,4
177.408315,84.17821087,26.74556329,2
157.6604586,50.83106006,20.44954248,1
152.7515651,75.97009171,32.55901914,3
173.8752019,84.72934364,28.02583414,2
150.2700977,53.63825253,23.75360241,1
177.5344335,79.65344496,25.27198563,2
145.5893331,62.96287424,29.70471786,2
179.2373856,60.37189685,18.79219975,1
184.8458864,66.59516262,19.49050552,1
172.8220754,83.34467776,27.90483374,2
164.1720909,70.22624545,26.05558277,2
165.7871527,53.74288128,19.55326114,1
174.1596466,68.32979815,22.52760737,1
174.5970877,87.13738126,28.58449429,2
179.2134466,63.90002495,19.89572838,1
165.4931726,82.13920995,29.99095932,2
166.7130118,64.7062284,23.28129274,1
170.9222462,88.16626659,30.17902939,3
155.4404346,61.4285431,25.42390234,2
161.1070384,81.16486086,31.27080205,3
175.4938469,50.52338884,16.40471482,0
173.6004887,50.95757405,16.90856913,0
166.7265635,88.32838536,31.77537571,3
152.7375314,66.19004502,28.3727311,2
172.5711501,88.01113292,29.55297623,2
159.4249706,62.74471303,24.68677997,1
165.6377195,51.96867408,18.94188308,1
169.210192,62.37068417,21.78349055,1
152.0001686,50.79446732,21.98509116,1
168.0976016,81.25903212,28.75733329,2
170.1208967,78.28826519,27.05087658,2
178.3777173,69.50922592,21.84546272,1
145.3744007,62.87172388,29.74948785,2
167.6526607,64.36569707,22.89989951,1
177.8696125,62.96025472,19.90045282,1
182.9627614,54.05407072,16.14741447,0
170.4067472,82.56212355,28.43199156,2
173.50718,59.56403492,19.78559919,1
153.9613623,87.00660585,36.70529648,4
169.992288,64.99083206,22.49021767,1
171.8726179,67.62774648,22.89346511,1
149.1961418,82.31398231,36.97927806,4
148.5367581,53.84273354,24.40389899,1
164.4137849,50.3552604,18.62809276,1
183.2855421,72.62546189,21.61884514,1
149.6538687,63.18539533,28.21245053,2
150.6515524,80.87792831,35.63549499,4
150.0463927,57.66190822,25.61166972,2
179.390308,69.34457456,21.5483756,1
168.6063504,67.31180665,23.67791142,1
164.715269,75.71062652,27.90545577,2
157.6131655,88.96907978,35.81410607,4
180.6176576,80.64710438,24.72113278,1
155.7455737,67.45877817,27.81038782,2
169.5264842,50.5105705,17.57547872,0
183.376559,76.88244008,22.86333186,1
172.1076611,76.53237814,25.83716171,2
182.4525469,78.52615519,23.5892685,1
152.4416425,70.28994314,30.24725397,3
175.0827847,76.36906384,24.91326089,1
148.9325606,50.40144284,22.72289473,1
169.8609411,57.74390422,20.01331784,1
148.0900142,80.17583936,36.55880284,4
145.9226146,71.74693768,33.69443388,3
159.7269954,57.76592443,22.6420155,1
184.3214793,75.06659062,22.09504025,1
170.6399787,54.662222,18.77265528,1
148.4289187,55.17332476,25.04333185,2
184.5440594,52.19220818,15.32517818,0
162.1844097,57.65434794,21.91865272,1
161.9099959,89.63481422,34.19238531,3
181.0545639,81.81706614,24.9588717,1
172.9925781,59.32444994,19.82342893,1
153.5270401,75.09438561,31.85940894,3
168.0620045,55.64229267,19.69998693,1
159.0545163,68.76936709,27.18335249,2
182.2331352,59.02123891,17.7727089,0
161.2793743,85.68580379,32.94209499,3
152.6140681,61.52894501,26.41741571,2
156.2272884,51.67716953,21.17312339,1
148.6560908,80.69228625,36.5146048,4
172.8285406,66.76435121,22.35186201,1
148.1289169,75.62562337,34.46587218,3
145.5838673,74.24987407,35.03234571,4
176.4481979,88.13375372,28.30791047,2
166.3855633,58.06165102,20.97288129,1
159.7874675,85.86434008,33.63004199,3
158.6001423,83.0993259,33.03622045,3
155.6849648,86.72531051,35.78100361,4
182.0380679,81.83331672,24.69481168,1
151.0529471,57.73475946,25.30340432,2
183.8554464,55.81207933,16.51106943,0
146.0337252,53.14171151,24.91891964,1
175.3983385,57.83828842,18.80028714,1
184.9982516,63.22194314,18.47279419,0
159.3768643,84.30043029,33.18785893,3
145.9164074,53.89040686,25.31064458,2
156.9363765,60.67406266,24.63518533,1
155.4874739,81.30182693,33.62865429,3
155.4100094,74.98071056,31.04499388,3
153.8766917,57.49420776,24.28166219,1
182.1612558,81.83728795,24.66261966,1
171.4525982,78.5244881,26.71264989,2
178.9225733,65.39993003,20.42899549,1
180.2905305,88.71783925,27.29387024,2
167.4993216,83.59944472,29.7973257,2
178.3726076,61.48050138,19.32329028,1
153.594292,60.74658652,25.74967349,2
159.3989171,69.99456954,27.54822451,2
167.2124346,89.74665363,32.09823288,3
160.7251328,54.42312257,21.06763907,1
158.3090676,78.59805222,31.36174371,3
146.2168134,57.68851931,26.98328141,2
149.5912478,86.27764039,38.55546006,4
147.1582954,76.81850828,35.47287368,4
149.4123965,67.45203913,30.21494584,3
163.3200818,50.19543108,18.81850033,1
153.7814331,61.94603791,26.1942354,2
155.5895322,78.40873408,32.38945883,3
169.2698674,65.12670279,22.73001821,1
154.1585034,65.08940062,27.38894485,2
167.8883344,64.03186102,22.71721473,1
152.9047756,80.15882862,34.28540334,3
179.820623,54.4641647,16.84348102,0
163.5407149,72.08616904,26.95256873,2
162.7653018,64.14076394,24.21087429,1
176.945171,60.88480941,19.4460555,1
184.014674,86.65779044,25.59190992,2
156.5266603,56.08205813,22.89007971,1
169.5587512,58.51553614,20.35310953,1
175.3063965,89.09586175,28.99092067,2
148.9111549,81.24573858,36.63921224,4
151.6049608,78.86193774,34.31157224,3
164.6174398,62.04237867,22.89479473,1
157.9983343,79.91732085,32.01370211,3
172.441642,67.62475641,22.74162086,1
170.1356003,82.54416927,28.51648586,2
170.5969597,56.81603835,19.52218276,1
160.1619961,88.09289876,34.34171308,3
182.6271006,71.5375181,21.44882077,1
184.0416223,69.38383399,20.48453872,1
170.2841579,86.50081983,29.83126922,2
175.1466346,80.41120407,26.21277329,2
169.339176,74.30209615,25.91111975,2
160.9370743,77.67668167,29.99013773,2
182.3850435,79.8669827,24.0098162,1
146.7053531,73.04376137,33.93838774,3
168.0845942,71.47918406,25.30018904,2
